WEEK,COUNT,DEATHDT,MONTH,YRSEAS,JAN1,FLUA,FLUB,RSVPOS,PCTA,PCTB,WEEKOFYRS
800,4864,2007-12-30,12,2008,1,241,51,471,0.087,0.0184,18
801,4875,2008-01-06,1,2008,0,205,62,454,0.0535,0.0162,19
802,4786,2008-01-13,1,2008,0,238,61,483,0.0626,0.016,20
803,4722,2008-01-20,1,2008,0,245,106,418,0.0628,0.0272,21
804,4894,2008-01-27,1,2008,0,352,156,437,0.0839,0.0372,22
805,4890,2008-02-03,2,2008,0,316,171,617,0.0671,0.0363,23
806,4826,2008-02-10,2,2008,0,395,212,522,0.0852,0.0457,24
807,4735,2008-02-17,2,2008,0,478,281,501,0.1027,0.0604,25
808,4893,2008-02-24,2,2008,0,531,338,514,0.1031,0.0656,26
809,4980,2008-03-02,3,2008,0,539,341,476,0.1063,0.0673,27
810,4935,2008-03-09,3,2008,0,422,376,366,0.0847,0.0754,28
811,4701,2008-03-16,3,2008,0,510,381,331,0.1071,0.08,29
812,4856,2008-03-23,3,2008,0,397,383,333,0.0823,0.0794,30
813,4922,2008-03-30,3,2008,0,437,445,284,0.0876,0.0892,31
814,4940,2008-04-06,4,2008,0,421,474,264,0.0852,0.096,32
815,4825,2008-04-13,4,2008,0,354,418,258,0.0773,0.0913,33
816,4754,2008-04-20,4,2008,0,230,332,167,0.0546,0.0789,34
817,4667,2008-04-27,4,2008,0,170,229,169,0.0451,0.0608,35
818,4573,2008-05-04,5,2008,0,102,148,151,0.0372,0.054,36
819,4581,2008-05-11,5,2008,0,57,58,139,0.0248,0.0252,37
820,4404,2008-05-18,5,2008,0,23,26,98,0.0119,0.0135,38
821,4307,2008-05-25,5,2008,0,21,30,85,0.0123,0.0176,39
822,4306,2008-06-01,6,2008,0,14,19,44,0.0087,0.0118,40
823,4302,2008-06-08,6,2008,0,8,4,35,0.0071,0.0036,41
824,4239,2008-06-15,6,2008,0,5,3,33,0.0047,0.0028,42
825,4277,2008-06-22,6,2008,0,3,1,14,0.0032,0.0011,43
826,4197,2008-06-29,6,2008,0,4,0,28,0.0052,0,44
827,4353,2008-07-06,7,2008,0,2,0,16,0.0026,0,45
828,4219,2008-07-13,7,2008,0,1,1,33,0.0013,0.0013,46
829,4202,2008-07-20,7,2008,0,0,1,21,0,0.0012,47
830,4193,2008-07-27,7,2008,0,0,0,16,0,0,48
831,4123,2008-08-03,8,2008,0,0,1,14,0,0.0018,49
832,4306,2008-08-10,8,2008,0,3,1,11,0.0043,0.0014,50
833,4114,2008-08-17,8,2008,0,0,2,9,0,0.003,51
834,4238,2008-08-24,8,2008,0,1,1,10,0.0017,0.0017,52
835,4312,2008-08-31,8,2008,0,0,0,12,0,0,53
836,4395,2008-09-07,9,2009,0,0,1,11,0,0.0012,1
837,4263,2008-09-14,9,2009,0,0,0,11,0,0,2
838,4222,2008-09-21,9,2009,0,2,2,16,0.0021,0.0021,3
839,4373,2008-09-28,9,2009,0,1,1,19,0.0009,0.0009,4
840,4508,2008-10-05,10,2009,0,0,0,13,0,0,5
841,4621,2008-10-12,10,2009,0,0,1,21,0,0.0009,6
842,4588,2008-10-19,10,2009,0,3,0,34,0.0024,0,7
843,4599,2008-10-26,10,2009,0,2,1,33,0.0015,0.0007,8
844,4578,2008-11-02,11,2009,0,5,2,51,0.0033,0.0013,9
845,4618,2008-11-09,11,2009,0,7,3,49,0.0048,0.0021,10
846,4610,2008-11-16,11,2009,0,16,4,114,0.0091,0.0023,11
847,4807,2008-11-23,11,2009,0,10,7,139,0.0053,0.0037,12
848,4651,2008-11-30,11,2009,0,8,12,185,0.0038,0.0057,13
849,4763,2008-12-07,12,2009,0,16,16,249,0.0078,0.0078,14
850,4643,2008-12-14,12,2009,0,20,12,301,0.0086,0.0052,15
851,5017,2008-12-21,12,2009,0,23,32,324,0.0114,0.0159,16
852,5189,2008-12-28,12,2009,0,43,44,463,0.0163,0.0167,17
853,5064,2009-01-04,1,2009,1,66,52,534,0.02,0.0157,18
854,5058,2009-01-11,1,2009,0,112,58,565,0.0357,0.0185,19
855,5076,2009-01-18,1,2009,0,153,103,577,0.0443,0.0298,20
856,4784,2009-01-25,1,2009,0,191,147,577,0.0552,0.0425,21
857,4824,2009-02-01,2,2009,0,324,244,780,0.0666,0.0502,22
858,4769,2009-02-08,2,2009,0,422,323,851,0.0799,0.0612,23
859,4815,2009-02-15,2,2009,0,519,406,767,0.0956,0.0748,24
860,4848,2009-02-22,2,2009,0,583,434,725,0.0977,0.0728,25
861,4825,2009-03-01,3,2009,0,651,441,570,0.1108,0.075,26
862,4844,2009-03-08,3,2009,0,561,323,453,0.1028,0.0592,27
863,4724,2009-03-15,3,2009,0,551,299,358,0.1161,0.063,28
864,4738,2009-03-22,3,2009,0,488,230,292,0.0812,0.0383,29
865,4694,2009-03-29,3,2009,0,338,171,309,0.0808,0.0409,30
866,4507,2009-04-05,4,2009,0,225,129,226,0.0668,0.0383,31
867,4632,2009-04-12,4,2009,0,194,90,197,0.0624,0.029,32
868,4611,2009-04-19,4,2009,0,159,40,160,0.0433,0.0109,33
869,4575,2009-04-26,4,2009,0,275,84,123,0.0308,0.0094,34
